,precision_1,precision_3,precision_5,precision_10,precision_20,precision_30,precision_50
28,0.722972972972973,0.9054054054054054,0.9273648648648649,0.9434121621621622,0.9510135135135135,0.9510135135135135,0.9510135135135135
29,0.816,0.9451428571428572,0.9691428571428572,0.9794285714285714,0.984,0.984,0.984
30,0.7591623036649214,0.9075043630017452,0.9301919720767888,0.9406631762652705,0.9458987783595113,0.9458987783595113,0.9458987783595113
31,0.7196652719665272,0.901255230125523,0.9255230125523013,0.9430962343096234,0.9514644351464435,0.9514644351464435,0.9514644351464435
32,0.805439330543933,0.9267782426778243,0.9456066945606695,0.9518828451882845,0.9518828451882845,0.9518828451882845,0.9518828451882845
33,0.718932443703086,0.902418682235196,0.9257714762301918,0.9424520433694745,0.950792326939116,0.950792326939116,0.950792326939116
34,0.737219730941704,0.9121076233183857,0.9309417040358744,0.9443946188340807,0.9524663677130045,0.9524663677130045,0.9524663677130045
35,0.7142857142857143,0.8993288590604027,0.9204218600191755,0.9405560882070949,0.9482262703739214,0.9482262703739214,0.9482262703739214
36,0.7248826291079812,0.8995305164319248,0.9211267605633803,0.939906103286385,0.9492957746478873,0.9492957746478873,0.9492957746478873
37,0.7801724137931034,0.9202586206896551,0.9407327586206896,0.9482758620689655,0.9482758620689655,0.9482758620689655,0.9482758620689655
38,0.730565371024735,0.9098939929328622,0.9293286219081273,0.9452296819787986,0.9522968197879859,0.9522968197879859,0.9522968197879859
39,0.7230246389124894,0.9005947323704333,0.9252336448598131,0.9422259983007647,0.9507221750212405,0.9507221750212405,0.9507221750212405
40,0.8070175438596491,0.9298245614035088,0.9508771929824561,0.9578947368421052,0.9631578947368421,0.9631578947368421,0.9631578947368421
41,0.816,0.9306666666666666,0.944,0.9493333333333334,0.9493333333333334,0.9493333333333334,0.9493333333333334
42,0.7231920199501247,0.9060681629260183,0.9276807980049875,0.9443059019118869,0.9526184538653366,0.9526184538653366,0.9526184538653366
43,0.7205020920502092,0.9037656903765691,0.9271966527196652,0.9439330543933054,0.9523012552301255,0.9523012552301255,0.9523012552301255
44,0.7846153846153846,0.9164835164835164,0.9340659340659341,0.9516483516483516,0.9538461538461539,0.9538461538461539,0.9538461538461539
45,0.7254237288135593,0.9067796610169492,0.9279661016949152,0.9440677966101695,0.9516949152542373,0.9516949152542373,0.9516949152542373
46,0.8206599713055954,0.9612625538020086,0.9784791965566715,0.9870875179340028,0.9913916786226685,0.9913916786226685,0.9913916786226685
47,0.7490671641791045,0.9197761194029851,0.9552238805970149,0.9710820895522388,0.9813432835820896,0.9813432835820896,0.9813432835820896
48,0.7694524495677233,0.9394812680115274,0.9740634005763689,0.9798270893371758,0.9855907780979827,0.9855907780979827,0.9855907780979827
49,0.7741935483870968,0.9354838709677419,0.967741935483871,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9838709677419355
50,0.746031746031746,0.9238095238095239,0.9650793650793651,0.9777777777777777,0.9936507936507937,0.9936507936507937,0.9936507936507937
51,0.7180984153461217,0.9007506255212677,0.9257714762301918,0.9432860717264387,0.9524603836530442,0.9524603836530442,0.9524603836530442
52,0.7210264900662252,0.9048013245033113,0.9279801324503312,0.9445364238410596,0.9519867549668874,0.9519867549668874,0.9519867549668874
53,0.7240506329113924,0.9021097046413502,0.9257383966244725,0.9426160337552743,0.9510548523206751,0.9510548523206751,0.9510548523206751
54,0.7232441471571907,0.903010033444816,0.9264214046822743,0.9431438127090301,0.9515050167224081,0.9515050167224081,0.9515050167224081
55,0.8305084745762712,0.940677966101695,0.9576271186440678,0.9661016949152542,0.9689265536723164,0.9689265536723164,0.9689265536723164
56,0.7248545303408146,0.9068994181213632,0.9276807980049875,0.943474646716542,0.9517871986699917,0.9517871986699917,0.9517871986699917
57,0.7255067567567568,0.9079391891891891,0.9290540540540541,0.9434121621621622,0.9510135135135135,0.9510135135135135,0.9510135135135135
58,0.7255067567567568,0.9079391891891891,0.9290540540540541,0.9434121621621622,0.9510135135135135,0.9510135135135135,0.9510135135135135
59,0.7312775330396476,0.9101321585903084,0.9295154185022027,0.945374449339207,0.9524229074889868,0.9524229074889868,0.9524229074889868
60,0.8168789808917197,0.9570063694267515,0.9745222929936306,0.9856687898089171,0.9904458598726115,0.9904458598726115,0.9904458598726115
61,0.7214345287739783,0.9040867389491243,0.9274395329441201,0.9441201000834029,0.9524603836530442,0.9524603836530442,0.9524603836530442
62,0.7354330708661417,0.8992125984251969,0.9307086614173228,0.9480314960629921,0.9543307086614173,0.9543307086614173,0.9543307086614173
63,0.7243697478991596,0.9067226890756303,0.9285714285714286,0.9445378151260504,0.9521008403361344,0.9521008403361344,0.9521008403361344
64,0.7654986522911051,0.9056603773584906,0.9380053908355795,0.954177897574124,0.9622641509433962,0.9622641509433962,0.9622641509433962
65,0.7806122448979592,0.9489795918367347,0.9693877551020408,0.9846938775510204,0.9897959183673469,0.9897959183673469,0.9897959183673469
66,0.7611764705882353,0.9305882352941176,0.9658823529411765,0.9752941176470589,0.9847058823529412,0.9847058823529412,0.9847058823529412
67,0.7206005004170142,0.9040867389491243,0.9274395329441201,0.9441201000834029,0.9524603836530442,0.9524603836530442,0.9524603836530442
68,0.7234753550543024,0.9055973266499582,0.9273182957393483,0.9431913116123642,0.9515455304928989,0.9515455304928989,0.9515455304928989
69,0.7284826974267968,0.9086069210292813,0.9281277728482697,0.9440993788819876,0.9520851818988465,0.9520851818988465,0.9520851818988465
70,0.7214765100671141,0.9043624161073825,0.927013422818792,0.9437919463087249,0.9513422818791947,0.9513422818791947,0.9513422818791947
71,0.7261200338123415,0.9053254437869822,0.9273034657650042,0.9433643279797126,0.9518174133558749,0.9518174133558749,0.9518174133558749
72,0.7189054726368159,0.900497512437811,0.9253731343283582,0.9427860696517413,0.9519071310116086,0.9519071310116086,0.9519071310116086
73,0.7213930348258707,0.9038142620232172,0.9270315091210614,0.9436152570480929,0.9519071310116086,0.9519071310116086,0.9519071310116086
74,0.7710144927536232,0.9391304347826087,0.9739130434782609,0.9797101449275363,0.9855072463768116,0.9855072463768116,0.9855072463768116
75,0.7255892255892256,0.9031986531986532,0.9259259259259259,0.9427609427609428,0.9511784511784511,0.9511784511784511,0.9511784511784511
76,0.7258883248730964,0.9077834179357022,0.9289340101522843,0.94331641285956,0.9509306260575296,0.9509306260575296,0.9509306260575296
77,0.7806122448979592,0.9489795918367347,0.9693877551020408,0.9846938775510204,0.9897959183673469,0.9897959183673469,0.9897959183673469
78,0.7234401349072512,0.9038785834738617,0.9266441821247892,0.9435075885328836,0.9519392917369308,0.9519392917369308,0.9519392917369308
79,0.8330241187384044,0.9721706864564007,0.987012987012987,0.9907235621521335,0.9925788497217068,0.9925788497217068,0.9925788497217068
80,0.727427597955707,0.9080068143100511,0.9293015332197615,0.9437819420783645,0.9514480408858603,0.9514480408858603,0.9514480408858603
81,0.7252559726962458,0.9035836177474402,0.9249146757679181,0.9428327645051194,0.9513651877133106,0.9513651877133106,0.9513651877133106
82,0.7268128161888702,0.9038785834738617,0.9266441821247892,0.9435075885328836,0.9519392917369308,0.9519392917369308,0.9519392917369308
83,0.7220843672456576,0.9048800661703887,0.9263854425144747,0.9437551695616212,0.9520264681555004,0.9520264681555004,0.9520264681555004
84,0.7236514522821577,0.9062240663900415,0.9278008298755187,0.9435684647302904,0.9518672199170124,0.9518672199170124,0.9518672199170124
85,0.8123953098827471,0.9413735343383585,0.9581239530988275,0.966499162479062,0.9698492462311558,0.9698492462311558,0.9698492462311558
86,0.7204030226700252,0.9026028547439127,0.926112510495382,0.9429051217464316,0.9513014273719563,0.9513014273719563,0.9513014273719563
87,0.7514677103718199,0.9099804305283757,0.9334637964774951,0.9412915851272016,0.949119373776908,0.949119373776908,0.949119373776908
88,0.7350352112676056,0.909330985915493,0.9295774647887324,0.9454225352112676,0.9533450704225352,0.9533450704225352,0.9533450704225352
89,0.7215295095594347,0.9019118869492935,0.9260182876142976,0.943474646716542,0.9517871986699917,0.9517871986699917,0.9517871986699917
90,0.7237288135593221,0.9016949152542373,0.9254237288135593,0.9423728813559322,0.9508474576271186,0.9508474576271186,0.9508474576271186
91,0.7221750212404418,0.9048428207306712,0.9277824978759558,0.9430756159728122,0.9515717926932881,0.9515717926932881,0.9515717926932881
92,0.7210264900662252,0.9048013245033113,0.9279801324503312,0.9445364238410596,0.9519867549668874,0.9519867549668874,0.9519867549668874
93,0.7953586497890295,0.9219409282700421,0.9409282700421941,0.9493670886075949,0.9493670886075949,0.9493670886075949,0.9493670886075949
94,0.7806122448979592,0.9489795918367347,0.9693877551020408,0.9846938775510204,0.9897959183673469,0.9897959183673469,0.9897959183673469
95,0.7246861924686192,0.906276150627615,0.9280334728033472,0.9439330543933054,0.9514644351464435,0.9514644351464435,0.9514644351464435
96,0.714936247723133,0.9025500910746812,0.9225865209471766,0.941712204007286,0.9489981785063752,0.9489981785063752,0.9489981785063752
97,0.7235294117647059,0.9058823529411765,0.9277310924369748,0.9436974789915966,0.9521008403361344,0.9521008403361344,0.9521008403361344
98,0.7667638483965015,0.9387755102040817,0.9737609329446064,0.9795918367346939,0.9854227405247813,0.9854227405247813,0.9854227405247813
99,0.7710144927536232,0.9391304347826087,0.9739130434782609,0.9797101449275363,0.9855072463768116,0.9855072463768116,0.9855072463768116
100,0.8168224299065421,0.9364485981308411,0.9457943925233645,0.9532710280373832,0.9551401869158879,0.9551401869158879,0.9551401869158879
101,0.7252289758534555,0.9084096586178185,0.9300582847626978,0.9458784346378019,0.9533721898417985,0.9533721898417985,0.9533721898417985
102,0.7803347280334728,0.9079497907949791,0.9225941422594143,0.9309623430962343,0.9351464435146444,0.9351464435146444,0.9351464435146444
103,0.7241379310344828,0.904121110176619,0.926829268292683,0.943650126156434,0.9520605550883096,0.9520605550883096,0.9520605550883096
104,0.7255389718076285,0.9079601990049752,0.9286898839137645,0.9444444444444444,0.9519071310116086,0.9519071310116086,0.9519071310116086
105,0.7247191011235955,0.899812734082397,0.9213483146067416,0.9400749063670412,0.949438202247191,0.949438202247191,0.949438202247191
106,0.721297836938436,0.9043261231281198,0.9276206322795341,0.9442595673876872,0.9517470881863561,0.9517470881863561,0.9517470881863561
107,0.7211618257261411,0.9037344398340249,0.9269709543568465,0.9435684647302904,0.9518672199170124,0.9518672199170124,0.9518672199170124
